100 0
3100 0
6100 0
9100 0
12100 0.02
15100 0.01
18100 0.02
21100 0.03
24100 0.03
27100 0.03
30100 0.04
33100 0.05
36100 0.07
39100 0.06
42100 0.08
45100 0.09
48100 0.1
51100 0.13
54100 0.13
57100 0.15
60100 0.15
63100 0.17
