100 0
3100 0.02
6100 0.03
9100 0.08
12100 0.12
15100 0.17
18100 0.23
21100 0.37
24100 0.49
27100 0.58
30100 0.7
33100 0.83
36100 0.94
39100 1.08
42100 1.23
45100 1.42
48100 1.61
51100 1.84
54100 2.1
57100 2.35
60100 2.64
63100 2.92 
