100 0
3100 0.14
6100 0.55
9100 1.27
12100 2.32
15100 3.68
18100 5.33
21100 7.11
24100 9.12
27100 11.56
30100 14.21
33100 17.21
36100 20.45
39100 24.05
42100 27.86
45100 32.01
48100 36.32
51100 41.06
54100 46.01
57100 50.92
60100 55.91
63100 61.56 
