100 0
3100 0.08
6100 0.29
9100 0.63
12100 1.15
15100 1.82
18100 2.55
21100 3.49
24100 4.41
27100 5.59
30100 6.67
33100 8.1
36100 9.54
39100 11.25
42100 13.16
45100 15.34
48100 17.41
51100 19.57
54100 22.3
57100 24.94
60100 27.77
63100 30.8
