100 0
3100 0.08
6100 0.31
9100 0.72
12100 1.29
15100 2.03
18100 2.95
21100 4.01
24100 5.25
27100 6.68
30100 8.3
33100 9.98
36100 11.96
39100 14.02
42100 16.3
45100 18.75
48100 21.32
51100 24.13
54100 26.95
57100 30.03
60100 33.23
63100 36.73
